Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2012,0.12,-0.53,0.01,-0.66,-152,-26922,-26789,5064554,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2013,0.23,-0.68,0.02,-0.93,176,-33890,-33114,4864141,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2014,-0.01,-0.96,,-0.95,140,-35762,-35132,3665306,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2015,0,-0.54,,-0.54,92,-13398,-13231,2449789,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2016,0,-0.47,0.01,-0.48,19,-11275,-11139,2382972,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2017,0,-0.45,0.01,-0.46,12,-11113,-10681,2415454,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2018,0,-0.4,-0.01,-0.39,10,-10560,-10191,2566532,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2019,0,-0.21,,-0.2,-154,-5002,-4807,2357508,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2020,0,-0.35,0.03,-0.37,-30,-7333,-7004,2095104,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2021,0,-0.41,0.02,-0.43,-301,-10336,-10025,2500696,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2022,0,-0.38,-0.01,-0.37,-3708,-9721,-9335,2379372,480
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2023,0,-0.15,,-0.15,-3679,-3300,-3245,2260513,386628
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2024,0,0.1,,0.1,565,565,540,561606,344747
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,1996,10.77,-0.01,(3),-10.78,-65,(7),(7),174013,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,1998,10.77,,(3),-10.77,1,(7),(7),291415,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,1999,9.08,,,-9.08,4,(7),(7),248675,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2000,9.44,,(3),-9.44,,(7),(7),347581,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2001,11.42,0.24,(3),-11.18,636,(7),(7),224670,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2002,8.27,0.01,(3),-8.26,-44,(7),(7),338286,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2003,3.34,0.08,(3),-3.26,77,(7),(7),309911,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2004,3.34,0.09,(3),-3.25,193,(7),(7),539211,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2005,2.72,0.09,(3),-2.63,85,(7),(7),290721,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2006,4.61,-0.34,(3),-4.95,-747,(7),(7),293754,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2007,4.5,-0.01,(3),-4.51,-10,(7),(7),198815,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2008,1,-0.11,(3),-1.11,-98,(7),(7),173958,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2009,6.01,0.05,0.61,-6.57,2,(7),(7),100634,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2010,2.52,0.17,0.15,-2.5,92,(7),(7),143154,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2011,9.86,-0.06,0.18,-10.1,2,(7),(7),140893,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2012,6.67,-16.76,0.05,-23.48,-14,-19436,-18157,107057,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2013,3.88,-14.64,,-18.52,,-13273,-12155,83351,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2014,-0.12,-6.3,-0.04,-6.14,-*,-4125,-3725,59458,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2015,-3.74,-5.57,0.01,-1.84,,-1742,-1655,29725,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2016,-0.67,-3.63,0.03,-2.99,-1,-445,-405,11354,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2017,-3.38,-1.91,0.05,1.42,-139,-861,-782,41261,456
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2018,-2.4,-2.28,-0.03,0.15,-826,-2176,-1901,83821,6915
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2019,-2.25,-3.21,0.01,-0.97,-500,-2517,-2325,72978,13347
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2020,-2.8,-1.07,0.13,1.6,549,-396,-385,36299,11350
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2021,-5.51,-1.02,0.05,4.43,-13,-282,-273,26704,17119
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2022,-8.9,-1.59,-0.1,7.4,255,-128,-152,49830,40270
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2023,-5.67,-2.7,,2.97,-33,-308,-303,53266,51028
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Insurance,2024,-7.84,-3.58,,4.26,166,166,159,22946,22496
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1992,6.2,,(3),-6.2,,(7),(7),2330,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1995,7.86,,,-7.86,,(7),(7),444499,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1996,8.49,,,-8.49,,(7),(7),832558,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1997,9.68,,,-9.68,-2,(7),(7),839494,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1998,7.56,,,-7.56,26,(7),(7),921362,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,1999,6.32,,,-6.32,18,(7),(7),919971,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2000,6.56,0.02,,-6.54,451,(7),(7),1305939,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2001,5.65,0.01,,-5.64,103,(7),(7),1193926,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2002,3.46,0.01,,-3.45,71,(7),(7),1057673,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2003,1.65,0.02,,-1.63,146,(7),(7),1099757,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2004,1.65,0.05,,-1.6,252,(7),(7),1299224,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2005,1.5,0.01,,-1.49,37,(7),(7),1359558,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2006,0.5,0.02,,-0.48,84,(7),(7),1457440,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2007,8.53,0.01,,-8.52,150,(7),(7),1552942,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2008,1,0.01,,-0.99,186,(7),(7),1709491,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2009,1,0.03,,-0.97,900,(7),(7),1638843,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2010,4.74,-0.01,0.06,-4.81,20,(7),(7),2627306,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2011,9.86,-0.04,0.18,-10.08,-274,-1204,-1155,2717465,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2012,6.67,-0.37,0.05,-7.09,9,-11112,-11495,2911402,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2013,3.99,0.07,,-3.92,354,1059,1767,2690391,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2014,-0.1,-0.38,-0.04,-0.24,1202,-7290,-7877,2014917,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2015,-1.63,-0.77,0.01,0.85,-129,-9926,-9156,1198234,3468
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2016,0,-0.13,0.05,-0.18,-78,-1404,-1561,1189017,3492
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2017,-1.14,-0.57,0.06,0.51,-654,-5606,-5391,945164,3939
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2018,-0.1,-0.18,-0.04,-0.04,427,-1548,-1528,820464,5376
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2019,-0.11,-0.84,,-0.73,-833,-8347,-7473,893814,34077
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2020,-0.21,-0.91,0.02,-0.71,-2162,-15602,-15157,1665800,33351
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2021,-2,0.29,0.02,2.27,464,3770,3598,1164862,51482
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2022,-7.14,-0.49,-0.08,6.73,-2615,-6717,-6464,1320478,78515
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2023,-3.9,-0.44,-0.19,3.65,-7088,-4493,-3992,1342982,486264
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Medium Term Guarantees,2024,-6.34,-0.11,-0.04,6.27,1508,1508,1444,1127378,1076949
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Long Term Guarantees,1996,7.49,,,-7.49,194,587,(7),(7),
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Long Term Guarantees,2000,8.95,-0.01,,-8.96,-1,-2982,(7),(7),
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Long Term Guarantees,2004,1,-0.02,,-1.02,-1276,-3795,(7),(7),
