Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Department of Veterans Affairs,Environmental Protection Agency,Water Infrastructure Finance and Innovation,Water Infrastructure Direct Loans,2023,0.74,-22.31,,-23.05,-74126,-77312,-73700,297800,305239
Department of Veterans Affairs,Environmental Protection Agency,Water Infrastructure Finance and Innovation,Water Infrastructure Direct Loans,2024,0.7,-11.27,,-11.97,-6240,-6240,-5996,53191,48251
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1992,17,-6.18,-6.6,-16.58,,-5533,-2487,11118,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1993,15.95,18.48,-4.73,7.26,,1219,547,21973,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1994,10.15,43.52,0.75,32.62,,4947,2291,7260,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1995,19.61,7.61,-9.37,-2.63,,-1855,-1446,12430,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1996,15.69,15.7,-5.75,5.76,,95,7,7998,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1997,8.86,20.74,1.13,10.75,-1,1419,868,7941,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1998,10.31,-218.47,-0.3,-228.48,,-30822,-21244,9551,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,1999,9.54,16.85,-3.46,10.77,-3,1088,955,13355,7
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2000,8.54,4.32,5.66,-9.88,-7,-1855,-1051,25622,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2001,8.95,5.97,3.2,-6.18,-6,-412,-789,26871,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2002,6.78,3.95,-9.3,6.47,-*,-152,-355,12875,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2003,13.05,18.58,-5.29,10.82,-14,1215,1452,27396,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2004,9.55,12.53,0.64,2.34,,367,505,17729,48
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2005,10.25,9.98,0.51,-0.78,-10,-362,-50,16279,107
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2006,7.17,7.08,-2.22,2.13,-1,120,-19,16718,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2007,10.21,1.61,-6.64,-1.96,-10,-1118,-1530,17810,96
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2008,10.12,7.81,-10.13,7.82,3,421,-485,18597,652
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2009,11.66,10.96,-10.02,9.32,-7,822,-251,17576,217
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2010,12.04,12.57,-2.67,3.2,3,-127,-207,5944,102
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2011,15.06,8.5,-9.08,2.52,4,-1991,-3247,32185,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2012,14.71,14.76,-4.42,4.47,1,-1143,-1431,21592,118
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2013,15.71,18.42,-2.15,4.86,37,-2983,-3012,38286,95
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2014,18.64,21.87,1.26,1.97,-277,-2784,-2479,24205,83
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2015,10.12,24.42,-2.89,17.19,-98,-592,-887,31498,2879
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2016,8.87,31.32,-2.58,25.03,-182,1582,1334,32911,7005
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2017,9.08,37.01,1.55,26.38,-376,2728,2422,42697,14830
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2018,8.91,31.99,-1.82,24.9,-187,266,235,33482,15359
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2019,8.77,28.41,-4.39,24.03,-96,3679,2839,40976,23167
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2020,9.29,15.54,-1.79,8.04,-221,-600,-2158,51016,34719
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2021,8.99,11.39,1.8,0.6,-18,-2438,-2317,45220,35483
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2022,6.28,1.46,,-4.82,-44,-1987,-1964,36737,32810
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2023,8.18,-0.15,,-8.33,-1629,-3462,-3309,35294,34607
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans,2024,10.46,6.71,,-3.75,-509,-509,-433,14518,14518
Small Business Administration,Small Business Administration,Business Loans,Economic Opportunity Loans,1992,30.3,26.06,(3),-4.24,-1,-1266,-587,15650,
Small Business Administration,Small Business Administration,Business Loans,Economic Opportunity Loans,1993,17.83,29,(3),11.17,-7,1933,1092,7912,5
Small Business Administration,Small Business Administration,Business Loans,Economic Opportunity Loans,1994,21.89,48.69,(3),26.8,-3,4279,2408,7604,
Small Business Administration,Small Business Administration,Business Loans,Handicapped Assistance Loans,1992,36.36,46.68,(3),10.32,,3127,1530,11078,
Small Business Administration,Small Business Administration,Business Loans,Handicapped Assistance Loans,1993,25.71,45.44,(3),19.73,,4645,2550,10625,
Small Business Administration,Small Business Administration,Business Loans,Handicapped Assistance Loans,1994,34.04,56.56,(3),22.52,,4237,2387,8866,
Small Business Administration,Small Business Administration,Business Loans,Handicapped Assistance Loans,1995,41.82,67.17,(3),25.35,,1881,1094,3295,
Small Business Administration,Small Business Administration,Business Loans,SBIC Direct Preferred Stock and Fee Loans,1992,44.33,26.86,(3),-17.47,,-6270,-1900,12050,
Small Business Administration,Small Business Administration,Business Loans,SBIC Direct Preferred Stock and Fee Loans,1993,38.06,33.33,(3),-4.73,,-2669,-314,12356,
Small Business Administration,Small Business Administration,Business Loans,SBIC Direct Preferred Stock and Fee Loans,1994,31.64,41.26,(3),9.62,,4285,1576,15029,
Small Business Administration,Small Business Administration,Business Loans,SBIC Direct Preferred Stock and Fee Loans,1995,43.1,29.53,(3),-13.57,,-1583,-679,5594,
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans--ARRA,2009,11.66,5.72,-10.02,4.08,-3,-54,-840,13835,180
Small Business Administration,Small Business Administration,Business Loans,7(m) Direct Microloans--ARRA,2010,12.04,5.97,-2.67,-3.4,-21,-1450,-1726,28242,316
Small Business Administration,Small Business Administration,Business Loans,Intermediary Lending Program,2011,30.58,14.44,-12.22,-3.92,-55,-2596,-2812,18215,6015
Small Business Administration,Small Business Administration,Business Loans,Intermediary Lending Program,2012,25.73,12.26,-6.28,-7.19,-2,-2048,-2085,15461,6218
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1992,33.93,35.46,-0.79,2.32,-193,52336,12906,577721,99
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1993,20.58,32.78,7.62,4.58,-175,258863,143034,1213651,151
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1994,22.99,26.77,10.5,-6.72,335,258749,98409,3143906,168
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1995,31.54,26.55,0.51,-5.5,-66,11481,-27163,955628,286
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1996,28.08,28.07,1.78,-1.79,-109,48481,3594,664500,1051
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1997,20.02,29.68,6.17,3.49,-200,137864,77213,832786,513
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1998,23.46,27.06,-1.46,5.06,-276,52855,20025,550917,2167
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,1999,22.36,24.92,-7.23,9.79,-977,40190,18254,688195,5983
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2000,22.2,25.04,(3),2.84,-1177,37446,22827,726804,17785
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2001,17.46,20.19,0.18,2.55,-1788,24372,19828,687358,20975
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2002,14.67,24.47,(3),9.8,-4219,108474,53111,782288,20630
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2003,13.98,18.3,(3),4.32,-1910,27858,24004,549462,38083
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2004,11.72,20.58,-0.98,9.84,-2068,40287,41226,484473,33758
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2005,12.86,17.76,-1.79,6.69,-3720,47305,54948,1179909,94192
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2006,14.64,20.7,0.27,5.79,-36002,287248,352454,6234775,867164
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2007,17.73,18.95,-3.61,4.83,-6183,3685,10647,951596,151090
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2008,16.27,12.74,-7.16,3.63,-3916,-23801,-17930,519309,78015
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2009,14.92,7.25,-8.82,1.15,-3519,-44691,-42999,571211,85134
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2010,10.77,7.38,1.91,-5.3,-1879,-20981,-12170,368767,56552
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2011,13.53,3.72,-7.67,-2.14,-3210,-41604,-37534,391091,90257
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2012,11.03,0.56,-7.14,-3.33,-3775,-40410,-40165,384484,92985
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2013,11.11,5.07,-4.44,-1.6,-6858,-64802,-60536,1015613,268049
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2014,8.5,7.11,1.74,-3.13,-1227,-5620,-3137,232943,76594
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2015,12.43,5.62,-5.7,-1.11,-2072,-16320,-17020,253147,85255
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2016,12.1,7.55,-5.12,0.57,-6722,-31719,-32150,720427,286875
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2017,14.42,11.33,-3.85,0.76,-13534,-28130,-27523,911172,447546
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2018,12.54,15.9,-0.69,4.05,-45873,124793,128030,3882365,2279607
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2019,12.29,10.36,-3.42,1.49,-19144,-18487,-21705,1137166,687140
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2020,13.62,5.21,-7.36,-1.05,37565,-534499,-600616,7326735,5440935
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2021,8.95,14.98,-0.58,6.61,14354,93990,81625,1386013,1067019
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2022,8.96,16.99,6.96,1.07,19982,65514,75177,966187,805677
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2023,12.91,10.51,,-2.4,8991,-91960,-89717,1374486,1252242
Small Business Administration,Small Business Administration,Disaster Loans,Disaster Assistance Loans,2024,20.55,17.03,,-3.52,-39254,-39254,-36165,1044011,1038779
Small Business Administration,Small Business Administration,Disaster Loans,Economic Injury Disaster Loans--Terrorist Attack,2001,17.46,34.56,0.18,16.92,-104,1793,1725,10674,613
Small Business Administration,Small Business Administration,Disaster Loans,Economic Injury Disaster Loans--Terrorist Attack,2002,22.67,26.88,-3.49,7.7,-1002,-3618,19429,427952,12310
Small Business Administration,Small Business Administration,Disaster Loans,Economic Injury Disaster Loans--Terrorist Attack,2003,23.2,24.14,-6.16,7.1,120,856,1311,89542,3295
Small Business Administration,Small Business Administration,Disaster Loans,Economic Injury Disaster Loans--Terrorist Attack,2004,23.2,23.39,-6.16,6.35,-*,19,4,1788,
Small Business Administration,Small Business Administration,Disaster Loans,COVID Economic Injury Disaster Loans,2020,13.62,21.22,-7.36,14.96,-8427445,16185164,13431646,173463942,110866215
Small Business Administration,Small Business Administration,Disaster Loans,COVID Economic Injury Disaster Loans,2021,8.95,22.3,-0.58,13.93,4480316,10920401,10196617,76596549,57531206
Small Business Administration,Small Business Administration,Disaster Loans,COVID Economic Injury Disaster Loans,2022,11.72,21.84,9.45,0.67,3170017,11436215,11481109,120522810,103249579
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1992,-1.84,,(3),1.84,,(6),(6),25340,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1994,11.05,,(3),-11.05,,(6),(6),2106097,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1995,2.88,,,-2.89,,(6),(6),2302596,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1996,1.08,0.01,(3),-1.06,160,(6),(6),1522291,1976
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1997,-0.53,0.02,(3),0.55,286,(6),(6),1345561,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1998,8.32,,,-8.32,,(6),(6),68403,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,1999,3.54,,,-3.55,34,(6),(6),807029,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Direct Loans: Export Financing,2000,-3.64,,(3),3.64,,(6),(6),544253,
